Division,Event,Rider,Horse,Dress Score,Dress Place,XC Jump,XC Elapsed,XC Time,To Date Score,To Date Place,Stad Jump,Stad Time,Final Score,Final Place
Training Rider,Morven Park Spring Horse Trials,Mimi Combs,Mindful,31.60,7,0.00,1.60,33.20,5-T,0.00,5:29,0.00,33.20,4
Training Rider,Morven Park Spring Horse Trials,Natalie Epstein,Lickity Split,33.20,13,0.00,0.00,33.20,5-T,0.00,5:02,0.00,33.20,5
Training Rider,Morven Park Spring Horse Trials,Anna Gibson,Black Label ,30.20,2,4.00,0.00,34.20,7,0.00,5:19,0.00,34.20,6
Training Rider,Morven Park Spring Horse Trials,Hannah Stohr,Sid Startin' to Drive,30.50,3-T,4.00,0.00,34.50,9,0.00,5:01,0.00,34.50,7
Training Rider,Morven Park Spring Horse Trials,Kelly Stalter,Copper Harbor,34.30,16,0.00,0.00,34.30,8,0.00,5:43,1.20,35.50,8
Training Rider,Morven Park Spring Horse Trials,Susan Gehris,Steddy Eddy ,31.80,8-T,4.00,0.00,35.80,10,0.00,5:25,0.00,35.80,9
Training Rider,Morven Park Spring Horse Trials,May Keffer,Bumbleberry,32.10,10,4.00,0.00,36.10,12,0.00,5:19,0.00,36.10,10
Training Rider,Morven Park Spring Horse Trials,Victoria Rodriguez,Otto,35.70,19,4.00,0.00,39.70,14,0.00,5:31,0.00,39.70,11
Training Rider,Morven Park Spring Horse Trials,Natalie Epstein,Fanta,30.90,6,8.00,1.60,40.50,15,0.00,5:01,0.00,40.50,12
Training Rider,Morven Park Spring Horse Trials,Jessalyn Biggs-Penton,Winston,35.50,18,4.00,0.00,39.50,13,0.00,5:43,1.20,40.70,13
Training Rider,Morven Park Spring Horse Trials,Gabrielle Davis,Sorry Not Sorry,34.60,17,8.00,0.00,42.60,16,0.00,5:23,0.00,42.60,14
Training Rider,Morven Park Spring Horse Trials,Shannon Daily,Pitt Maneuver,33.90,15,12.00,1.20,47.10,18,0.00,5:45,2.00,49.10,15
Training Rider,Morven Park Spring Horse Trials,Mary  Clare,Golden King,31.80,8-T,0.00,0.00,31.80,3,20.00,5:44,1.60,53.40,16
Training Rider,Morven Park Spring Horse Trials,Carin Brown,Storm In Alke,35.90,20,0.00,0.00,35.90,11,20.00,5:50,4.00,59.90,17
Training Rider,Morven Park Spring Horse Trials,Alexandra Webster,Enchanted,32.30,11-T,4.00,6.80,43.10,17,40.00,5:47,2.80,85.90,18
Training Rider,Morven Park Spring Horse Trials,Cierra  Miller ,Denis the Menace,33.60,14,12.00,E,E,E, ,0:00, , , 
Training Rider,Morven Park Spring Horse Trials,Leandra Jenkins,Chilkat,30.70,5,8.00,RF,RF,RF, ,0:00, , , 
Novice,Morven Park Spring Horse Trials,Annaliese Meistrich,SharpNPretty,33.30,1,0.00,0.00,33.30,1,0.00,4:50,0.00,33.30,1
Novice,Morven Park Spring Horse Trials,Grace Spencer,Ben'Jammin,36.00,4,0.00,0.00,36.00,2,0.00,4:53,0.00,36.00,2
Novice,Morven Park Spring Horse Trials,Laurel Curry,Little Miss Memphis,36.90,5,0.00,0.00,36.90,3,0.00,5:04,0.00,36.90,3
Novice,Morven Park Spring Horse Trials,Berkley Gardner,Chillie,35.50,3,4.00,0.00,39.50,5,0.00,4:55,0.00,39.50,4
Novice,Morven Park Spring Horse Trials,Jemma Pryzbocki,Mercedes,40.50,10,0.00,0.00,40.50,6,0.00,4:43,0.00,40.50,5
Novice,Morven Park Spring Horse Trials,Kasey E.  Moseley,A Wild Run,39.80,8,4.00,0.00,43.80,9,0.00,5:11,0.00,43.80,6
Novice,Morven Park Spring Horse Trials,Bailie Armsworthy,Simon Says,34.30,2,4.00,0.00,38.30,4,20.00,5:15,0.00,58.30,7
Novice,Morven Park Spring Horse Trials,Alicia Jonsdottir ,My Man Thirsty,37.10,6,4.00,0.00,41.10,7,20.00,5:11,0.00,61.10,8
Novice,Morven Park Spring Horse Trials,Maya Kozauer,Rhapsody in Red ,39.10,7,4.00,0.00,43.10,8,80.00,5:37,8.80,131.90,9
Novice,Morven Park Spring Horse Trials,Grace Clark,Di Saronna MF,40.20,9,4.00,0.00,44.20,10,65.00,0:00,RF,RF,RF
Novice Rider-A,Morven Park Spring Horse Trials,Beth Zielinski,BSF Ducati 696,23.80,1,0.00,0.00,23.80,1,0.00,4:43,0.00,23.80,1
Novice Rider-A,Morven Park Spring Horse Trials,Mary Ann Ghadban,Capture The Spirit ,28.80,2,0.00,0.00,28.80,2,0.00,4:55,0.00,28.80,2
Novice Rider-A,Morven Park Spring Horse Trials,Ingrid Hofmeister,Berklee,36.40,3,0.00,0.00,36.40,3,0.00,4:47,0.00,36.40,3
Novice Rider-A,Morven Park Spring Horse Trials,Melissa McNally,Land of Jewels,36.90,4,0.00,0.00,36.90,4,0.00,4:54,0.00,36.90,4
Novice Rider-A,Morven Park Spring Horse Trials,Carolyn Wlodarczyk,Limited Edition,37.90,5,0.00,0.00,37.90,5,0.00,4:51,0.00,37.90,5
Novice Rider-A,Morven Park Spring Horse Trials,Kem Courtenay,Young Lad,39.80,8,0.00,0.00,39.80,6,0.00,4:52,0.00,39.80,6
Novice Rider-A,Morven Park Spring Horse Trials,Ellen Marin,Dans La Nuit WE,40.20,9,0.00,0.00,40.20,7,0.00,5:15,0.00,40.20,7
Novice Rider-A,Morven Park Spring Horse Trials,Michele Sargent,Channel of Dreams,38.30,6,4.00,0.00,42.30,8,0.00,4:48,0.00,42.30,8
Novice Rider-A,Morven Park Spring Horse Trials,Samantha Haynie,Wingardium Leviosa,42.90,11,0.00,0.00,42.90,10,0.00,4:52,0.00,42.90,9
Novice Rider-A,Morven Park Spring Horse Trials,George Waters,An American Girl,49.30,12,4.00,0.00,53.30,11,0.00,5:06,0.00,53.30,10
Novice Rider-A,Morven Park Spring Horse Trials,Emily Graeser,Puff Piece,38.60,7,12.00,4.00,54.60,12, ,0:00, , , 
Novice Rider-A,Morven Park Spring Horse Trials,Caroline Andrews,C V's Monster Man,42.60,10,0.00,0.00,42.60,9,20.00,5:26,4.40,67.00,11
Novice Rider-B,Morven Park Spring Horse Trials,Victoria Bendure,Irish Riddler,33.80,6,0.00,0.00,33.80,3,0.00,4:48,0.00,33.80,1
Novice Rider-B,Morven Park Spring Horse Trials,Heidi Wardle,Cold Spice,34.30,7,0.00,0.00,34.30,4,0.00,5:04,0.00,34.30,2
Novice Rider-B,Morven Park Spring Horse Trials,Hillary Marnane,Celtic Heritage,33.60,5,4.00,0.00,37.60,6,0.00,5:15,0.00,37.60,3
Novice Rider-B,Morven Park Spring Horse Trials,Lee DiGangi,Eleventh Hour,34.50,8,4.00,0.00,38.50,7,0.00,4:41,0.00,38.50,4
Novice Rider-B,Morven Park Spring Horse Trials,Silvio  Pappalardo,He's My Rock,35.00,9-T,4.00,0.00,39.00,8-T,0.00,5:03,0.00,39.00,5
Novice Rider-B,Morven Park Spring Horse Trials,Mackenzie Mann,Been There Dun That,40.20,13,4.00,0.00,44.20,12,0.00,5:17,0.80,45.00,6
Novice Rider-B,Morven Park Spring Horse Trials,Alexandra Shannon,Copelan's Prayer,35.00,9-T,4.00,0.00,39.00,8-T,0.00,4:20,8.00,47.00,7
Novice Rider-B,Morven Park Spring Horse Trials,Lance LeClair,Missy Clare,33.10,2-T,0.00,0.00,33.10,2,20.00,5:00,0.00,53.10,8
Novice Rider-B,Morven Park Spring Horse Trials,Heather Skosich,Romeo,32.60,1,0.00,0.00,32.60,1,20.00,5:48,13.20,65.80,9
Novice Rider-B,Morven Park Spring Horse Trials,Anna Gibson,Cruise on Cooley,36.90,11,4.00,0.00,40.90,10,60.00,5:55,16.00,116.90,10
Novice Rider-B,Morven Park Spring Horse Trials,Abigail Winfree,Strike Up a Powwow,37.40,12,4.00,0.00,41.40,11,60.00,0:00,E,E,E
Novice Rider-B,Morven Park Spring Horse Trials,Lindsay Berreth,Oh So Extreme,33.30,4,4.00,0.00,37.30,5,0.00,0:00,W,W,W
Novice Rider-B,Morven Park Spring Horse Trials,Joanne LeClair,Rose,33.10,2-T,24.00,4.80,61.90,13,65.00,0:00,RF,RF,RF
Open Novice-A,Morven Park Spring Horse Trials,Moriah Orms,Nuance,31.00,3,0.00,0.00,31.00,1,0.00,4:42,0.00,31.00,1
Open Novice-A,Morven Park Spring Horse Trials,Ashley Kapinos,Jazzy Night Club,31.40,5,0.00,0.00,31.40,2,0.00,5:14,0.00,31.40,2
Open Novice-A,Morven Park Spring Horse Trials,Hannah Hawkins,Quality Beach,31.70,6,0.00,0.00,31.70,3,0.00,5:03,0.00,31.70,3
Open Novice-A,Morven Park Spring Horse Trials,Lauren Sumner,R'Extraordinaire,32.10,8,0.00,0.00,32.10,4,0.00,5:07,0.00,32.10,4
Open Novice-A,Morven Park Spring Horse Trials,Courtney Olmstead,Macalister,32.40,9,0.00,0.00,32.40,5,0.00,4:49,0.00,32.40,5
Open Novice-A,Morven Park Spring Horse Trials,Stephanie Chong,Mighty Mouse,32.90,11,0.00,0.00,32.90,6,0.00,4:45,0.00,32.90,6
Open Novice-A,Morven Park Spring Horse Trials,Martha Wunder,Mr McGoey,33.60,13,0.00,0.00,33.60,8,0.00,4:52,0.00,33.60,7
Open Novice-A,Morven Park Spring Horse Trials,Curran Simpson,RF Cosmos,33.80,14,0.00,0.00,33.80,9,0.00,4:44,0.00,33.80,8
Open Novice-A,Morven Park Spring Horse Trials,Jebb Simpson,Beyond the Mist,34.50,16-T,0.00,0.00,34.50,10,0.00,4:49,0.00,34.50,9
Open Novice-A,Morven Park Spring Horse Trials,Jamie Farah,Dancing Denis,34.30,15,4.00,0.00,38.30,11,0.00,4:58,0.00,38.30,10
Open Novice-A,Morven Park Spring Horse Trials,Dustin Craig,OSH Goodbye,34.50,16-T,4.00,0.00,38.50,12,0.00,5:06,0.00,38.50,11
Open Novice-A,Morven Park Spring Horse Trials,Amy Gaynor,Studly Dudley,32.60,10,12.00,0.00,44.60,14,0.00,4:46,0.00,44.60,12
Open Novice-A,Morven Park Spring Horse Trials,Abby Gibbon,Extraordinary Girl,33.30,12,12.00,0.00,45.30,15,0.00,4:52,0.00,45.30,13
Open Novice-A,Morven Park Spring Horse Trials,Erin Murphy,Papa Pablo,29.50,1,4.00,0.00,33.50,7,20.00,4:49,0.00,53.50,14
Open Novice-A,Morven Park Spring Horse Trials,Molly McMillen,Lily,30.70,2,8.00,0.00,38.70,13,20.00,5:56,16.40,75.10,15
Open Novice-A,Morven Park Spring Horse Trials,Jessica Chappell,Kiltubrid Harley,31.90,7,0.00,W,W,W, ,0:00, , , 
Open Novice-A,Morven Park Spring Horse Trials,Ainsley Hagen,Risque S,31.20,4,8.00,RF,RF,RF, ,0:00, , , 
Open Novice-B,Morven Park Spring Horse Trials,Clark Davis,Ace of Windsor,31.00,3,0.00,0.00,31.00,1,0.00,4:50,0.00,31.00,1
Open Novice-B,Morven Park Spring Horse Trials,Stephanie Chong,Joker's Win,31.40,4-T,0.00,0.00,31.40,2,0.00,4:42,0.00,31.40,2
Open Novice-B,Morven Park Spring Horse Trials,Lauren Sumner,Outbreak,32.90,9-T,0.00,0.00,32.90,4,0.00,5:05,0.00,32.90,3
Open Novice-B,Morven Park Spring Horse Trials,Curran Simpson,Fernhill Flame,33.30,12,0.00,0.00,33.30,6,0.00,4:43,0.00,33.30,4
Open Novice-B,Morven Park Spring Horse Trials,Molly McMillen,Poppins,32.40,7,0.00,0.00,32.40,3,0.00,5:20,2.00,34.40,5
Open Novice-B,Morven Park Spring Horse Trials,Courtney Olmstead,Eliza Do Alot,30.70,2,4.00,0.00,34.70,7,0.00,4:45,0.00,34.70,6
Open Novice-B,Morven Park Spring Horse Trials,Kurt  Martin,Forgotten Lore,31.40,4-T,4.00,0.00,35.40,8,0.00,4:57,0.00,35.40,7
Open Novice-B,Morven Park Spring Horse Trials,Jordan deButts,Thirsty for Gold,31.90,6,4.00,0.00,35.90,9,0.00,5:04,0.00,35.90,8
Open Novice-B,Morven Park Spring Horse Trials,Thomas Mansmann,MyNameIsSayGo,36.70,15,0.00,1.20,37.90,11,0.00,5:05,0.00,37.90,9
Open Novice-B,Morven Park Spring Horse Trials,Rebecca Lee,Pancito,34.30,13-T,4.00,0.00,38.30,12,0.00,5:02,0.00,38.30,10
Open Novice-B,Morven Park Spring Horse Trials,Hannah Hawkins,Autopilot WRF,27.90,1,20.00,0.00,47.90,13,0.00,4:55,0.00,47.90,11
Open Novice-B,Morven Park Spring Horse Trials,Merrilyn Ratliff,Koda,32.90,9-T,4.00,0.00,36.90,10,0.00,5:43,11.20,48.10,12
Open Novice-B,Morven Park Spring Horse Trials,Sophie Ann Stremple,Amber Coast,33.10,11,0.00,0.00,33.10,5,20.00,4:56,0.00,53.10,13
Open Novice-B,Morven Park Spring Horse Trials,Genevieve Arens,Acheron,34.30,13-T,16.00,0.00,50.30,14,65.00,0:00,RF,RF,RF
Open Novice-B,Morven Park Spring Horse Trials,Jessica Chappell,Smallwood Peachtree,41.40,16,0.00,W,W,W, ,0:00, , , 
Open Novice-B,Morven Park Spring Horse Trials,Delaney O'Neil,Ocean Ready,32.60,8,8.00,RF,RF,RF, ,0:00, , , 
Beginner Novice Rider,Morven Park Spring Horse Trials,Charmaine van der Merwe,Allaboutpeaches,27.50,1,0.00,0.00,27.50,1,0.00,4:20,0.00,27.50,1
Beginner Novice Rider,Morven Park Spring Horse Trials,Trisha Catallozzi,Asbury Park,29.20,3,0.00,0.00,29.20,2,0.00,4:46,0.00,29.20,2
Beginner Novice Rider,Morven Park Spring Horse Trials,Kelly Adams,Britain,29.40,4,0.00,0.00,29.40,3,0.00,4:33,0.00,29.40,3
Beginner Novice Rider,Morven Park Spring Horse Trials,Karen Eichert,Trumbull,30.00,5,0.00,0.00,30.00,4,0.00,4:29,0.00,30.00,4
Beginner Novice Rider,Morven Park Spring Horse Trials,Ashley Russell,Hail Yeah,30.60,6,0.00,0.00,30.60,5,0.00,4:48,0.00,30.60,5
Beginner Novice Rider,Morven Park Spring Horse Trials,Brittany Hebets,Banks,30.80,HC,0.00,0.00,30.80,HC,0.00,4:22,0.00,30.80,HC
Beginner Novice Rider,Morven Park Spring Horse Trials,Kendall Benner,Mine Quarry,31.40,7,0.00,0.00,31.40,6,0.00,4:46,0.00,31.40,6
Beginner Novice Rider,Morven Park Spring Horse Trials,Brittany Riggle,Coup d'Etat,27.80,2,4.00,0.00,31.80,8,0.00,4:35,0.00,31.80,7
Beginner Novice Rider,Morven Park Spring Horse Trials,Jennifer Simminger,CF Thunder & Grace,31.70,8,0.00,0.00,31.70,7,0.00,4:19,0.40,32.10,8
Beginner Novice Rider,Morven Park Spring Horse Trials,Michelle  DeLeon,Grassroots ,35.00,12,0.00,0.00,35.00,10,0.00,4:52,0.00,35.00,9
Beginner Novice Rider,Morven Park Spring Horse Trials,Elizabeth Schooley,Queen of Spades ,38.10,15,0.00,0.00,38.10,12,0.00,4:33,0.00,38.10,10
Beginner Novice Rider,Morven Park Spring Horse Trials,Sabrina Long,Double Dutch,35.60,13-T,4.00,0.00,39.60,13,0.00,4:17,1.20,40.80,11
Beginner Novice Rider,Morven Park Spring Horse Trials,Ann Schliemann,Salt Air Swagger,31.90,9,12.00,0.00,43.90,15,0.00,4:27,0.00,43.90,12
Beginner Novice Rider,Morven Park Spring Horse Trials,Cleo Haynal,Golden Boot,39.70,16,4.00,0.00,43.70,14,0.00,4:10,4.00,47.70,13
Beginner Novice Rider,Morven Park Spring Horse Trials,Rachael Grice,Killer Queen,40.00,17,8.00,0.00,48.00,17,0.00,4:42,0.00,48.00,14
Beginner Novice Rider,Morven Park Spring Horse Trials,Ellen Dry,Walk Away Slow,35.60,13-T,0.00,0.00,35.60,11,20.00,5:33,8.40,64.00,15
Beginner Novice Rider,Morven Park Spring Horse Trials,Tyler Warman,Saint Barnabas,32.80,10-T,8.00,3.60,44.40,16,60.00,6:01,19.60,124.00,16
Beginner Novice Rider,Morven Park Spring Horse Trials,Megan Balzer,Quantum Leap,32.80,10-T,0.00,0.00,32.80,9,60.00,0:00,R,R,R
Beginner Novice Rider,Morven Park Spring Horse Trials,Claire Allen,Stiletto,34.70,2,0.00,0.00,34.70,1,0.00,4:36,0.00,34.70,1
Beginner Novice Rider,Morven Park Spring Horse Trials,Samantha Lewis,Frankly True,36.90,4-T,0.00,0.00,36.90,3,0.00,4:33,0.00,36.90,2
Beginner Novice Rider,Morven Park Spring Horse Trials,Kendall Adams,Princess Leia,36.90,4-T,4.00,0.00,40.90,7,0.00,4:47,0.00,40.90,3
Beginner Novice Rider,Morven Park Spring Horse Trials,Jaden Sestak,Iron Will,40.00,10,0.00,0.00,40.00,6,0.00,4:17,1.20,41.20,4
Beginner Novice Rider,Morven Park Spring Horse Trials,Anna Bushman,Start Snapping,39.70,8-T,0.00,0.00,39.70,5,0.00,5:16,1.60,41.30,5
Beginner Novice Rider,Morven Park Spring Horse Trials,Mekenzie Strate ,So It Goes,38.30,6,4.00,0.00,42.30,8,0.00,4:14,2.40,44.70,6
Beginner Novice Rider,Morven Park Spring Horse Trials,Katelyn Basore,Danny Guiseppe,38.90,7,0.00,0.00,38.90,4,0.00,4:00,8.00,46.90,7
Beginner Novice Rider,Morven Park Spring Horse Trials,Morgan Harrington ,Commander-In-Chief,43.90,12,4.00,0.00,47.90,9,0.00,5:05,0.00,47.90,8
Beginner Novice Rider,Morven Park Spring Horse Trials,Ainsley Colgan,Always Will,35.60,3,0.00,0.00,35.60,2,20.00,5:03,0.00,55.60,9
Beginner Novice Rider,Morven Park Spring Horse Trials,Morgan Johnson,What Happens in Vegas,43.60,11,12.00,0.00,55.60,10,0.00,4:17,1.20,56.80,10
Beginner Novice Rider,Morven Park Spring Horse Trials,Sydney Sturgill,Kiss Of Snow,39.70,8-T,20.00,0.00,59.70,11,0.00,4:47,0.00,59.70,11
Beginner Novice Rider,Morven Park Spring Horse Trials,Frances Hope,American Jones,32.80,1,8.00,RF,RF,RF, ,0:00, , , 
Open Beginner Novice,Morven Park Spring Horse Trials,Sara Schulman,Cooley Chromatic ,25.80,1,0.00,0.00,25.80,1,0.00,4:29,0.00,25.80,1
Open Beginner Novice,Morven Park Spring Horse Trials,Cierra  Miller ,CV'S Jackpot ,30.60,2-T,0.00,0.00,30.60,2,0.00,4:23,0.00,30.60,2
Open Beginner Novice,Morven Park Spring Horse Trials,Katelyn  Duda,A Lane,33.30,5,0.00,0.00,33.30,3,0.00,4:51,0.00,33.30,3
Open Beginner Novice,Morven Park Spring Horse Trials,Mackenzie Williams,Decompression,35.00,7,0.00,0.00,35.00,5,0.00,4:22,0.00,35.00,4
Open Beginner Novice,Morven Park Spring Horse Trials,Brittany Hebets,Westwood,37.80,11-T,0.00,0.00,37.80,7,0.00,4:19,0.40,38.20,5
Open Beginner Novice,Morven Park Spring Horse Trials,Kurt  Martin,Favarick,30.60,2-T,4.00,0.00,34.60,4,0.00,4:11,3.60,38.20,6
Open Beginner Novice,Morven Park Spring Horse Trials,Tamara Zerbo,Yosemite,37.20,9,4.00,0.00,41.20,11,0.00,4:45,0.00,41.20,7
Open Beginner Novice,Morven Park Spring Horse Trials,Alyssa Schmitt,Buttons,37.80,11-T,4.00,0.00,41.80,12,0.00,4:25,0.00,41.80,8
Open Beginner Novice,Morven Park Spring Horse Trials,Hannah Stohr,Dynamic Decision,39.70,15,4.00,0.00,43.70,15,0.00,4:39,0.00,43.70,9
Open Beginner Novice,Morven Park Spring Horse Trials,Arianna Almeida,LB Lilikoi,38.60,13,4.00,0.00,42.60,13,0.00,4:14,2.40,45.00,10
Open Beginner Novice,Morven Park Spring Horse Trials,Alyssa Schmitt,Lucky For U Kid,41.70,17,8.00,0.00,49.70,17,0.00,4:34,0.00,49.70,11
Open Beginner Novice,Morven Park Spring Horse Trials,Katherine DeLaney,For Pete's Sake,37.50,10,0.00,0.00,37.50,6,20.00,4:27,0.00,57.50,12
Open Beginner Novice,Morven Park Spring Horse Trials,Erin Harty,Skippyjon Jones,48.10,19,4.00,0.00,52.10,18,0.00,5:29,6.80,58.90,13
Open Beginner Novice,Morven Park Spring Horse Trials,Sharon Church,Ruffan's Run,35.30,8,4.00,0.00,39.30,9,20.00,4:44,0.00,59.30,14
Open Beginner Novice,Morven Park Spring Horse Trials,Karen Conk,Shadowfax,31.70,4,8.00,0.00,39.70,10,40.00,5:54,16.80,96.50,15
Open Beginner Novice,Morven Park Spring Horse Trials,Christian Vasconez Egred,Lauria W,39.40,14,4.00,0.00,43.40,14,60.00,4:41,0.00,103.40,16
Open Beginner Novice,Morven Park Spring Horse Trials,Karen Conk,Happy Ever After,40.00,16,8.00,0.00,48.00,16,20.00,0:00,R,R,R
Open Beginner Novice,Morven Park Spring Horse Trials,Ashley Russell,Fulleigh Armed,47.20,18,8.00,R,R,R, ,0:00, , , 
Open Beginner Novice,Morven Park Spring Horse Trials,Karen Conk,Wild Rumpus,34.70,6,4.00,0.00,38.70,8,65.00,0:00,RF,RF,RF
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Elisabeth Halliday-Sharp,Cooley HHS Calmaria,28.30,6,0.00,7:29,0.00,28.30,4,0.00,0.00,28.30,1
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Elizabeth Bortuzzo,Belongs To Teufer,28.60,7,0.00,6:44,0.00,28.60,5,0.00,0.00,28.60,2
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Sara Kozumplik Murphy,Otta B Quality,25.20,1,0.00,7:26,0.00,25.20,1,4.00,0.00,29.20,3
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Allison Springer,Vandyke,29.50,12,0.00,7:29,0.00,29.50,8,0.00,0.00,29.50,4
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Hallie Coon,Global Naxos,30.90,16,0.00,7:24,0.00,30.90,10,0.00,0.00,30.90,5
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Dani Sussman,Jos Bravio,27.30,4,0.00,7:32,0.00,27.30,2,4.00,0.40,31.70,6
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Tik Maynard,Galileo,26.10,2,0.00,7:42,2.00,28.10,3,4.00,0.00,32.10,7
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Doug Payne,Camarillo,28.80,8,0.00,7:35,0.00,28.80,6,4.00,0.00,32.80,8
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Elizabeth Bortuzzo,Royal Archie,31.90,20,0.00,7:06,0.00,31.90,13,4.00,0.00,35.90,9
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Matthew Bryner,Va Va Voom,35.60,32-T,0.00,7:20,0.00,35.60,19-T,0.00,0.40,36.00,10
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Sinead Maynard,VC Attila D'Allou,29.70,13,0.00,7:37,0.00,29.70,9,4.00,2.40,36.10,11
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Kimberly Steinbuch,Classiro,29.40,11,0.00,7:31,0.00,29.40,7,8.00,0.00,37.40,12
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Cecilia Lundberg,Cascor,34.20,27,0.00,7:17,0.00,34.20,17,4.00,0.00,38.20,13
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Devon Brown,HC Celtic Mark,33.40,24-T,0.00,7:22,0.00,33.40,14,8.00,0.40,41.80,14
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Cosby Green,Copper Beach,34.70,29-T,0.00,7:36,0.00,34.70,18,8.00,0.00,42.70,15
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Zachary Brandt,Fernhill Freestyle,35.60,32-T,0.00,7:28,0.00,35.60,19-T,8.00,0.00,43.60,16
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Briggs Surratt,Corture,35.60,32-T,0.00,7:18,0.00,35.60,19-T,8.00,0.00,43.60,17
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Linden Wiesman,Discreto,35.80,36,0.00,7:37,0.00,35.80,23,8.00,0.00,43.80,18
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Connor Giesselman,Duiske Abbey,35.70,35,0.00,7:56,7.60,43.30,33-T,0.00,0.80,44.10,19
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Missy Miller,Allegretto,41.90,44,0.00,7:44,2.80,44.70,37,0.00,0.00,44.70,20
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Libby Scruton,One and Only ,38.10,42,0.00,7:44,2.80,40.90,30,4.00,1.20,46.10,21
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Elinor O'Neal,Flash Harry,34.50,28,0.00,7:45,3.20,37.70,25,8.00,0.40,46.10,22
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Cecilia Lundberg,Manaslu,33.40,24-T,0.00,7:51,5.60,39.00,29,8.00,0.00,47.00,23
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Samantha McCleerey,Mr Tequila Dancer,42.50,45,0.00,7:39,0.80,43.30,33-T,4.00,0.00,47.30,24
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Avery Klunick,Pisco Sour,37.80,40,0.00,7:35,0.00,37.80,26,8.00,1.60,47.40,25
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Sydney Rovira,Oakdale,31.40,18,0.00,7:23,0.00,31.40,11,16.00,0.00,47.40,26
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Elisa Wallace,Munson Slew,43.10,46,0.00,7:31,0.00,43.10,32,4.00,1.20,48.30,27
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Katarina Midgley,Ditch,34.10,26,0.00,7:12,0.00,34.10,16,12.00,2.80,48.90,28
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Sallie Johnson,Ado Rock,37.70,39,0.00,7:47,4.00,41.70,31,8.00,0.00,49.70,29
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Shanna Sloan,Quiproquo Des Vatys,28.90,9,0.00,7:54,6.80,35.70,22,12.00,4.00,51.70,30
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Elisa Wallace,Sharp Decision,35.00,31,0.00,7:45,3.20,38.20,28,12.00,1.60,51.80,31
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Kelsie Haverlock,Echo,43.40,47,0.00,7:14,0.00,43.40,35,8.00,1.20,52.60,32
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Dasha Ivandaeva,Kingcarra Cooley Diamond,31.10,17,20.00,7:43,2.40,53.50,39,0.00,0.00,53.50,33
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Autumn Schweiss,Global Quarycrest,38.00,41,0.00,7:35,0.00,38.00,27,16.00,0.00,54.00,34
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Tik Maynard,Privatised,31.60,19,0.00,7:35,0.00,31.60,12,24.00,0.80,56.40,35
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Mikayla Cutler,Reverie,38.80,43,0.00,7:50,5.20,44.00,36,16.00,2.00,62.00,36
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Lauren Nicholson,I'll Have Another,28.00,5,0.00,8:31,21.60,49.60,38,12.00,1.20,62.80,37
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Maddie McElduff,Lamondale Graciana,36.80,38,0.00,7:38,0.40,37.20,24,28.00,0.80,66.00,38
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Lucienne Elms,Tremanton,32.80,22,20.00,8:14,14.80,67.60,41,0.00,0.00,67.60,39
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Maya Wentz,FE Bail Me Out,29.80,14-T,20.00,8:32,22.00,71.80,42,8.00,0.00,79.80,40
